#  #1,  #2,  #3,  #4 
0.00,-0.36,-0.49,0.00
0.00,-0.74,-0.97,-0.36
0.00,-0.96,8.36,-0.86
0.00,-0.94,2.99,-0.91
0.00,-0.89,-0.54,-0.89
0.00,0.00,-0.83,-0.83
-0.49,-0.58,-0.20,0.00
-0.49,-0.61,0.31,-0.49
-0.49,4.37,32.40,-0.52
-0.36,-0.39,32.34,3.75
-0.36,-0.36,-0.36,1.47
-0.74,0.00,-0.83,-0.39
-0.20,0.00,0.00,0.00
-0.23,9.15,-0.20,0.00
-0.20,74.47,0.00,0.00
119.18,20.00,0.00,0.00
-0.20,-0.36,-0.20,0.00
-0.74,0.00,-0.79,0.00
0.00,0.00,0.00,0.00
0.58,0.00,0.00,0.00
0.00,0.00,0.00,0.00
16.62,0.00,0.00,0.00
-0.36,-0.59,0.00,0.86
-0.59,0.00,0.00,-0.49
