#  #1,  #2,  #3,  #4 
0.00,-0.36,-0.49,0.00
0.00,-0.74,-0.97,-0.36
0.00,-0.49,28.82,-0.86
0.00,2.88,78.04,2.89
0.00,-0.89,-0.54,44.07
0.00,0.00,-0.83,-0.83
-0.49,-0.58,8.57,0.00
-0.49,-0.61,0.31,-0.49
-0.49,15.44,66.96,-0.52
10.88,-0.28,125.78,10.30
-0.36,-0.36,-0.36,10.18
-0.74,0.00,-0.83,-0.39
-0.49,60.82,-0.10,0.00
-0.23,83.63,-0.20,3.80
25.66,116.02,0.00,20.84
186.00,20.00,0.00,85.49
-0.20,-0.36,-0.20,0.00
-0.74,0.00,-0.79,0.00
5.25,0.00,0.00,0.00
0.58,0.00,0.00,0.00
0.00,0.00,0.00,0.00
16.62,0.00,0.00,0.00
-0.36,-0.59,0.00,0.86
-0.59,0.00,0.00,-0.49
