#  #1,  #2,  #3,  #4 
0.00,-0.49,-0.49,0.00
0.00,0.72,-0.55,-0.49
0.00,-0.36,10.03,-0.49
0.00,-0.36,5.20,0.00
0.00,-0.49,-0.58,0.00
0.00,0.00,-0.49,-0.49
-0.49,-0.59,-0.49,0.00
-0.49,-0.37,-0.49,-0.49
-0.36,30.75,1.49,-0.39
-0.36,-0.39,69.36,0.00
-0.36,-0.20,-0.20,2.98
-0.49,0.00,-0.59,0.00
-0.49,-0.39,-0.49,0.00
-0.54,-0.20,-0.20,-0.36
-0.20,27.22,0.00,-0.20
131.45,0.00,0.00,20.00
-0.20,-0.20,-0.20,5.63
-0.49,0.00,-0.59,-0.20
-0.36,-0.36,0.00,0.00
-0.23,-0.20,0.00,-0.20
-0.20,0.00,0.00,0.00
0.00,0.00,0.00,0.00
-0.36,-0.49,0.00,0.00
-0.49,0.00,0.00,-0.59
