#  #1,  #2,  #3,  #4 
0.00,-0.49,-0.49,0.00
0.00,0.72,-0.55,-0.49
0.00,-0.36,10.03,-0.49
0.00,-0.36,5.20,0.00
0.00,-0.49,-0.58,0.00
0.00,0.00,-0.49,-0.49
-0.49,-0.59,-0.49,0.00
-0.49,9.02,-0.49,-0.49
-0.36,40.53,1.49,-0.39
-0.36,-0.39,86.27,0.00
-0.36,-0.20,-0.20,2.98
-0.49,0.00,-0.59,0.00
-0.49,45.31,-0.59,0.00
-0.04,77.09,-0.67,-0.36
-0.20,118.97,-0.36,9.40
164.43,20.90,20.00,72.31
-0.20,-0.20,-0.20,5.63
-0.49,0.00,-0.59,-0.20
1.27,-0.49,0.00,0.00
9.84,-0.49,0.00,-0.49
16.60,-0.36,0.00,-0.36
23.59,-0.20,0.00,-0.20
-0.36,-0.49,0.00,-0.20
-0.49,0.00,0.00,-0.59
