#  #1,  #2,  #3,  #4 
0.00,-0.49,-0.49,0.00
0.00,0.72,-0.55,-0.49
0.00,-0.36,10.03,-0.49
0.00,-0.36,5.20,0.00
0.00,3.80,96.86,0.00
0.00,0.00,-0.49,29.84
-0.49,-0.59,-0.49,0.00
-0.49,9.02,-0.49,-0.49
-0.36,40.53,1.49,-0.39
-0.36,13.92,178.65,0.00
5.83,0.93,-0.20,138.44
-0.59,0.00,-0.59,8.89
-0.49,57.89,-0.59,0.00
-0.04,90.33,0.84,-0.36
-0.20,126.37,6.78,20.20
234.35,51.00,68.25,135.16
-0.20,-0.20,-0.20,5.63
-0.49,0.00,-0.59,-0.20
1.27,-0.49,0.00,0.00
20.99,-0.49,0.00,-0.49
46.04,-0.36,0.00,-0.36
23.59,-0.20,0.00,-0.20
-0.36,-0.49,0.00,-0.20
-0.49,0.00,0.00,-0.59
