#  #1,  #2,  #3,  #4 
0.00,-0.36,-0.49,0.00
0.00,-0.74,-0.97,-0.36
0.00,-0.49,23.89,-0.86
0.00,-0.94,7.37,-0.91
0.00,-0.89,-0.54,-0.89
0.00,0.00,-0.83,-0.83
-0.49,-0.58,-0.20,0.00
-0.49,-0.61,0.31,-0.49
-0.49,15.44,61.91,-0.52
-0.36,-0.39,57.52,10.30
-0.36,-0.36,-0.36,1.47
-0.74,0.00,-0.83,-0.39
-0.36,50.67,-0.10,0.00
-0.23,76.40,-0.20,3.80
25.66,103.97,0.00,10.01
137.29,20.00,0.00,60.87
-0.20,-0.36,-0.20,0.00
-0.74,0.00,-0.79,0.00
5.25,0.00,0.00,0.00
0.58,0.00,0.00,0.00
0.00,0.00,0.00,0.00
16.62,0.00,0.00,0.00
-0.36,-0.59,0.00,0.86
-0.59,0.00,0.00,-0.49
